vendor_id,amt,amt_deviation,duplicate_entry,new_vendor,missing_po,entered_after_hrs,manual_entry,unusual_accts,desc_quality,anomalous
V02,2076.88,low,no,no,no,no,no,no,high,no
V14,15555.67,outlier,no,no,yes,yes,yes,no,low,yes
V02,9678.94,outlier,no,no,no,no,no,yes,normal,no
V01,6326.49,high,no,no,no,no,no,no,normal,yes
V02,4516.90,low,no,yes,yes,no,no,no,normal,no
V08,8588.79,high,no,yes,no,no,yes,no,normal,yes
V08,302.01,low,no,no,no,no,no,no,high,no
V04,102.35,low,no,no,no,yes,no,no,high,no
V17,2262.33,low,no,no,no,no,no,no,normal,no
V03,11598.31,outlier,no,no,no,no,yes,yes,normal,no
V18,8000.00,high,no,no,no,yes,no,no,normal,no
V15,169.62,low,no,no,no,no,no,no,normal,no
V08,6022.05,high,no,no,no,no,no,no,high,no
V11,3281.71,low,no,no,no,no,no,no,high,no
V01,2163.07,low,no,yes,yes,no,no,no,normal,no
V03,3650.81,low,no,no,yes,no,no,yes,normal,no
V01,30917.40,outlier,no,no,yes,no,no,no,normal,no
V04,221.21,low,no,no,no,no,no,no,normal,no
V06,145.90,low,no,no,no,no,no,no,normal,no
V16,227.48,low,no,no,no,no,no,no,normal,no
V07,102.89,low,no,no,no,no,no,no,normal,no
V02,3241.28,low,no,no,no,no,no,no,normal,no
V04,129.73,low,no,no,no,no,no,no,low,no
V12,598.41,low,no,no,no,yes,no,no,normal,no
V08,147.77,low,no,no,no,no,no,yes,normal,no
V08,16817.57,outlier,no,no,no,no,no,no,low,no
V15,210.71,low,no,no,no,no,no,no,normal,no
V08,3826.90,low,no,no,no,no,no,no,high,no
V17,112.78,low,no,no,no,no,no,no,normal,no
V04,335.27,low,no,no,no,no,no,no,normal,no
V06,71.29,low,no,no,no,no,no,no,normal,no
V14,4247.87,low,no,no,no,no,no,no,normal,no
V06,76.91,low,no,no,no,no,no,no,normal,no
V06,189.67,low,no,no,no,no,no,no,low,no
V14,4013.21,low,no,no,no,no,no,no,normal,no
V17,6378.67,high,no,no,no,no,no,no,low,no
V14,214.81,low,no,no,no,no,no,no,normal,no
V14,186.58,low,no,no,no,no,no,no,normal,no
V10,226.18,low,no,no,no,no,no,no,normal,no
V07,22288.87,outlier,no,no,no,no,yes,no,normal,no
V02,3858.96,low,no,no,no,no,no,no,normal,no
V11,628.50,low,no,no,no,no,no,no,normal,no
V09,2962.85,low,no,no,no,no,no,no,normal,no
V18,192.00,low,no,no,no,no,no,no,low,no
V08,529.03,low,no,no,no,no,no,no,normal,no
V02,141.66,low,no,no,no,no,no,no,normal,no
V13,276.69,low,no,yes,no,no,no,no,normal,no
V02,2523.98,low,no,no,no,no,no,no,low,no
V05,3235.65,low,no,no,no,no,no,no,high,no
V13,3703.39,low,no,no,no,yes,yes,no,normal,no
V05,3500.75,low,no,no,no,yes,no,no,normal,no
V04,381.06,low,no,no,no,no,yes,no,normal,no
V01,4684.91,high,no,no,no,no,no,yes,normal,no
V02,121.45,low,no,no,no,no,no,no,low,no
V01,92.05,low,no,no,no,yes,yes,no,high,no
V02,185.94,low,no,no,no,no,no,no,low,no
V01,4011.03,low,no,no,yes,no,no,no,normal,no
V12,1517.87,low,no,no,yes,no,no,no,normal,no
V09,4145.66,low,yes,no,no,no,no,no,normal,no
V02,163.08,low,no,no,no,no,no,no,normal,no
V10,1455.12,low,no,no,no,no,no,no,high,no
V05,42480.72,outlier,no,no,no,no,yes,no,normal,no
V05,108.73,low,no,no,no,no,no,no,normal,no
V07,2188.91,low,no,no,no,yes,yes,no,normal,no
V12,157.85,low,no,no,no,no,no,no,normal,no
V20,6054.17,high,no,no,no,no,no,no,normal,no
V03,201.50,low,no,no,no,yes,no,no,normal,no
V15,175.49,low,no,no,no,no,no,no,normal,no
V01,552.49,low,no,no,no,no,no,no,normal,no
V03,5384.11,high,no,no,no,no,no,no,normal,no
V02,4701.38,high,no,no,no,no,no,no,normal,no
V02,327.02,low,no,no,no,yes,no,no,normal,no
V10,221.26,low,no,no,no,no,no,no,normal,no
V11,5830.56,high,no,no,no,no,no,yes,normal,no
V02,166.34,low,no,no,no,no,no,no,low,no
V16,45.90,low,no,no,no,yes,no,no,normal,no
V03,105.17,low,yes,no,no,yes,no,no,low,no
V07,2099.30,low,no,no,no,no,no,yes,high,no
V12,47.14,low,no,no,no,no,no,no,high,no
V11,48.25,low,no,no,no,no,yes,no,normal,no
V11,94.15,low,no,no,no,no,no,no,low,no
V11,3211.36,low,no,no,no,no,yes,no,normal,no
V17,324.49,low,no,no,no,no,yes,no,normal,no
V06,5079.62,high,no,no,no,yes,no,no,normal,no
V01,4297.22,low,no,no,no,no,no,no,high,no
V16,1600.23,low,no,no,no,no,no,no,high,no
V08,135.63,low,no,no,yes,no,no,no,normal,no
V07,61.93,low,no,no,no,no,no,no,low,no
V02,4002.88,low,no,no,yes,no,no,no,normal,no
V17,126.28,low,no,no,no,no,no,no,normal,no
V05,99.47,low,no,no,no,no,no,no,high,no
V02,5643.71,high,no,no,no,no,no,no,high,no
V04,464.03,low,no,no,no,no,no,no,normal,no
V04,6317.79,high,no,no,no,no,yes,yes,normal,no
V03,7666.35,high,no,no,no,no,no,no,normal,no
V18,120.36,low,no,no,no,no,no,no,normal,no
V10,300.20,low,no,no,no,no,no,no,normal,no
V01,528.96,low,no,no,no,no,no,no,normal,no
V11,174.35,low,no,no,no,no,no,no,low,no
V12,1851.80,low,no,no,no,no,no,no,normal,no
V10,172.62,low,no,no,no,no,no,yes,low,no
V08,130.51,low,no,no,no,no,no,no,normal,no
V06,247.83,low,no,no,no,no,no,no,normal,no
V03,2565.29,low,no,no,no,no,no,no,high,no
V02,165.32,low,no,no,no,yes,yes,yes,normal,no
V02,137.26,low,no,no,no,no,no,no,normal,no
V07,2406.73,low,no,no,no,no,no,no,normal,no
V01,118.40,low,no,no,no,no,no,no,low,no
V05,2083.44,low,no,no,no,no,no,no,high,no
V01,4911.88,high,no,no,no,yes,no,no,normal,no
V01,352.19,low,no,yes,no,no,no,no,normal,no
V14,5634.67,high,no,no,no,no,no,no,normal,no
V05,2173.80,low,no,no,no,no,no,no,high,no
V10,1902.91,low,no,no,no,no,yes,no,normal,no
V02,106.16,low,no,no,yes,no,no,no,normal,no
V05,178.10,low,no,no,no,no,no,no,high,no
V01,23186.46,outlier,no,no,no,no,no,no,high,no
V08,176.53,low,no,no,no,no,no,no,normal,no
V06,8000.00,high,no,no,no,no,no,no,normal,no
V02,147.74,low,no,no,no,no,no,no,normal,no
V03,3189.11,low,no,no,no,no,no,no,high,no
V20,2219.17,low,no,no,no,no,no,no,normal,no
V01,65.30,low,no,no,no,no,no,no,normal,no
V01,102.49,low,no,no,yes,no,yes,no,normal,no
V04,137.74,low,no,no,no,no,yes,yes,normal,no
V03,4130.67,low,no,no,no,no,no,no,normal,no
V04,2372.36,low,no,no,no,no,no,no,normal,no
V04,1381.38,low,no,no,no,no,no,no,normal,no
V13,154.30,low,no,no,no,no,no,no,normal,no
V12,195.56,low,no,no,no,no,no,no,normal,no
V01,8484.82,high,no,no,no,no,no,no,normal,no
V08,229.67,low,no,no,no,yes,no,no,normal,no
V10,2973.13,low,no,no,no,no,yes,no,normal,no
V05,3764.72,low,no,no,no,no,no,no,normal,no
V06,2773.95,low,no,no,no,yes,yes,no,low,no
V10,220.75,low,no,no,no,no,no,no,normal,no
V02,187.82,low,no,no,no,no,no,no,low,no
V06,147.86,low,no,no,no,no,no,no,normal,no
V14,52400.39,outlier,no,no,no,no,no,no,normal,no
V04,68.59,low,no,no,no,no,no,no,normal,no
V10,360.44,low,no,no,no,no,no,yes,normal,no
V03,4408.00,low,no,no,no,no,no,no,high,no
V09,4190.90,low,no,no,no,no,no,no,high,no
V03,6163.35,high,no,no,no,no,no,no,normal,no
V02,180.81,low,no,no,no,no,no,no,high,no
V06,8473.11,high,no,no,no,yes,yes,no,low,no
V03,4555.36,low,no,yes,no,yes,no,no,normal,yes
V04,4312.68,low,no,no,no,no,no,no,normal,no
V08,75.04,low,no,yes,no,no,no,no,normal,no
V03,183.97,low,no,no,no,no,yes,no,normal,no
V05,245.53,low,no,no,no,no,no,no,high,no
V08,14162.40,outlier,no,no,no,no,yes,no,high,no
V05,349.36,low,no,no,no,no,no,no,normal,no
V01,3914.70,low,no,no,no,no,yes,yes,normal,no
V05,137.97,low,no,no,no,no,no,no,normal,no
V01,257.70,low,no,no,no,no,no,no,normal,no
V04,179.35,low,no,no,no,no,no,no,normal,no
V03,209.86,low,no,no,no,no,no,no,normal,no
V01,70089.35,outlier,no,no,no,no,no,no,normal,no
V03,364.09,low,no,no,no,no,no,no,normal,no
V15,2202.94,low,no,no,no,yes,no,no,normal,no
V14,2929.89,low,no,yes,no,no,no,no,low,no
V04,15984.88,outlier,no,yes,no,yes,yes,no,normal,no
V06,524.90,low,no,no,no,no,no,no,normal,no
V14,178.13,low,no,no,no,no,no,no,normal,no
V13,4349.07,low,no,yes,no,yes,yes,no,high,no
V02,475.58,low,no,no,no,no,no,no,normal,no
V09,1439.25,low,no,no,no,no,yes,no,normal,no
V05,389.36,low,no,no,no,no,no,no,normal,no
V11,114.70,low,no,no,no,no,no,no,normal,no
V12,137.49,low,no,no,no,no,yes,no,low,no
V04,3182.32,low,no,no,no,no,no,no,normal,no
V06,3450.04,low,no,no,no,no,no,no,normal,no
V07,2644.99,low,no,no,no,no,no,no,low,no
V15,470.08,low,no,no,no,no,no,yes,normal,no
V03,230.00,low,no,no,no,no,no,no,normal,no
V08,5527.48,high,no,no,no,no,no,no,normal,no
V05,17238.70,outlier,no,no,no,no,no,no,normal,no
V04,222.49,low,no,no,no,no,no,no,normal,no
V18,225.01,low,no,no,no,no,no,no,normal,no
V10,5648.09,high,no,no,no,yes,no,no,low,no
V03,14301.74,outlier,no,yes,no,yes,yes,yes,low,yes
V16,140.52,low,no,no,no,no,no,no,normal,no
V01,509.78,low,no,no,no,no,yes,no,normal,no
V16,261.83,low,no,no,no,no,no,no,high,no
V02,170.21,low,no,no,no,no,no,no,normal,no
V12,166.31,low,no,no,no,no,no,no,normal,no
V16,2069.49,low,no,no,yes,no,no,no,normal,no
V09,3298.34,low,no,yes,no,no,no,no,normal,no
V06,2616.42,low,no,yes,no,no,no,no,normal,no
V06,177.03,low,no,no,no,no,no,no,low,no
V01,69.52,low,no,no,no,no,no,no,normal,no
V07,12291.67,outlier,no,no,no,no,no,no,normal,no
V12,47.23,low,no,no,no,yes,no,no,normal,no
V07,20047.41,outlier,no,yes,yes,yes,no,no,normal,yes
V05,2237.50,low,no,no,no,no,yes,no,normal,no
V07,4824.19,high,no,no,no,no,no,no,high,no
V08,1967.86,low,yes,yes,no,no,no,no,normal,no
V03,240.00,low,no,yes,no,no,no,no,normal,no
V01,214.77,low,no,no,no,no,no,no,normal,no
V01,460.18,low,no,no,no,no,no,no,high,no
V09,181.17,low,no,no,no,no,no,no,normal,no
V02,354.60,low,no,no,no,no,no,no,normal,no
V08,318.08,low,no,no,no,no,no,no,normal,no
V14,523.12,low,no,no,no,no,no,no,normal,no
V02,210.93,low,no,no,no,no,no,no,normal,no
V19,120.51,low,no,no,no,no,no,no,normal,no
V01,2582.30,low,no,no,no,yes,yes,no,low,no
V01,110.73,low,no,no,no,no,no,no,normal,no
V19,199.81,low,no,yes,no,no,no,no,high,no
V01,59.29,low,no,no,no,no,no,no,normal,no
V12,183.99,low,no,no,no,no,no,no,high,no
V02,2370.16,low,no,no,no,no,no,no,high,no
V04,90.96,low,yes,yes,yes,no,yes,no,low,yes
V06,100.70,low,no,yes,no,no,no,no,normal,no
V06,63.55,low,no,no,no,no,no,no,low,no
V11,59.25,low,no,no,no,no,no,no,high,no
V06,175.87,low,no,no,no,no,no,no,high,no
V03,159.48,low,no,no,no,no,no,no,low,no
V17,282.54,low,no,no,no,no,no,no,low,no
V08,8305.62,high,no,no,no,no,no,no,normal,no
V08,165.18,low,no,no,no,no,no,no,normal,no
V11,598.03,low,no,no,no,no,no,no,normal,no
V19,336.21,low,no,no,yes,yes,no,no,normal,no
V08,85.03,low,no,yes,no,no,no,no,normal,no
V09,10109.91,outlier,no,no,no,yes,no,no,normal,no
V09,9252.07,outlier,no,no,no,yes,no,no,normal,no
V11,1974.22,low,no,no,no,no,no,no,normal,no
V19,147.44,low,no,no,no,no,no,no,normal,no
V01,8000.00,high,no,no,no,no,no,no,normal,no
V17,97.36,low,no,no,no,yes,yes,no,low,yes
V02,177.89,low,no,no,no,no,no,no,normal,no
V06,111.12,low,no,no,no,no,no,no,normal,no
V02,208.27,low,no,no,yes,no,no,no,normal,no
V06,208.97,low,no,no,no,no,no,no,normal,no
V06,995.00,low,yes,yes,no,no,yes,no,low,yes
V15,311.25,low,no,no,no,no,yes,no,normal,no
V13,161.98,low,no,no,no,no,no,no,normal,no
V05,144.22,low,no,no,no,no,yes,no,normal,no
V07,85.57,low,no,no,no,no,no,no,normal,no
V04,64.69,low,no,no,yes,no,yes,yes,low,no
V15,2860.71,low,no,no,no,no,yes,no,normal,no
V03,2304.08,low,no,no,no,no,no,no,normal,no
V10,325.51,low,no,no,no,no,no,no,normal,no
V14,194.41,low,no,yes,no,no,no,yes,normal,no
V05,315.80,low,no,no,yes,no,no,no,normal,no
V04,3838.63,low,no,no,no,no,no,no,normal,no
V01,3869.73,low,no,no,no,no,no,no,normal,no
V10,529.86,low,no,no,no,no,no,no,low,no
V04,3953.72,low,no,no,no,no,no,yes,normal,no
V13,4186.91,low,no,no,no,no,no,no,high,no
V14,874.06,low,no,yes,no,no,no,no,normal,no
V10,157.35,low,no,yes,no,yes,yes,yes,low,yes
V07,253.01,low,no,no,no,no,no,no,normal,no
V14,5883.45,high,no,no,no,no,no,no,high,no
V04,95.04,low,no,no,no,no,no,no,normal,no
V03,84.01,low,no,no,no,no,no,no,normal,no
V07,102.98,low,no,no,no,no,no,no,normal,no
V06,10927.40,outlier,no,no,no,no,no,no,normal,no
V01,281.97,low,no,no,no,no,no,no,low,no
V04,82.76,low,no,no,no,no,no,no,normal,no
V12,69.13,low,no,no,no,no,no,no,normal,no
V03,92.79,low,no,no,no,no,no,no,low,no
V12,3182.75,low,no,no,no,no,no,no,low,no
V03,312.96,low,no,no,no,no,no,no,normal,no
V04,215.30,low,no,no,no,no,no,no,normal,no
V07,3193.11,low,no,no,no,no,no,no,low,no
V03,21578.86,outlier,no,yes,yes,no,no,no,high,yes
V04,174.64,low,no,no,no,no,no,no,normal,no
V07,3210.08,low,no,no,no,no,no,no,normal,no
V06,279.31,low,no,no,no,no,no,no,normal,no
V17,174.54,low,no,yes,no,no,no,no,low,no
V09,26574.42,outlier,no,no,no,no,no,no,low,no
V01,3061.79,low,no,no,no,no,no,no,normal,no
V14,325.96,low,no,no,no,no,no,no,normal,no
V14,153.04,low,no,no,no,no,no,no,normal,no
V09,282.29,low,no,no,no,no,no,no,normal,no
V17,4846.83,high,no,no,no,no,no,no,normal,no
V05,22278.55,outlier,no,yes,no,no,no,no,normal,no
V08,592.67,low,no,no,no,no,no,no,normal,no
V08,4849.10,high,no,no,no,no,no,no,normal,no
V08,114.22,low,no,no,no,no,no,no,high,no
V04,152.81,low,no,no,no,no,no,no,normal,no
V02,5827.90,high,no,no,no,no,no,no,normal,no
V05,150.09,low,no,no,no,no,no,no,normal,no
V01,862.30,low,yes,yes,no,no,no,no,normal,no
V11,228.13,low,no,no,yes,no,no,no,normal,no
V16,134.36,low,no,no,no,no,no,no,normal,no
V10,4929.53,low,no,no,no,no,no,no,low,no
V04,208.40,low,no,no,no,no,yes,no,high,no
V10,612.87,low,no,no,no,no,no,no,high,no
V07,4009.61,low,no,no,no,no,no,yes,normal,no
V02,2364.42,low,no,no,no,no,no,no,normal,no
V02,247.75,low,no,no,no,no,no,no,normal,no
V15,136.37,low,no,no,no,no,no,no,normal,no
V11,2942.03,low,no,no,no,no,no,no,normal,no
V04,685.46,low,no,no,no,no,no,no,high,no
V10,53.16,low,no,no,no,no,no,no,low,no
V03,6691.77,high,no,no,no,no,no,no,normal,no
V05,204.28,low,no,no,no,no,no,no,normal,no
V07,731.28,low,yes,no,no,no,no,no,normal,no
V08,161.19,low,no,no,no,no,no,no,normal,no
V02,5974.12,high,no,no,no,no,no,no,normal,no
V09,142.98,low,no,no,no,no,no,no,normal,no
V12,124.30,low,no,no,no,no,no,no,normal,no
V05,264.95,low,no,no,no,yes,no,no,high,no
V05,4309.61,low,no,no,no,no,no,no,high,no
V02,183.85,low,no,no,no,no,no,no,normal,no
V12,3603.51,low,no,no,no,no,no,no,normal,no
V10,172.62,low,no,no,no,no,no,no,normal,no
V15,2978.11,low,no,no,yes,no,no,no,normal,no
V10,852.81,low,no,no,no,no,no,no,normal,no
V10,460.88,low,no,yes,no,no,yes,no,low,no
V09,2082.47,low,no,no,no,no,no,no,normal,no
V14,200.26,low,no,no,no,no,no,no,normal,no
V10,302.08,low,no,no,no,no,no,no,high,no
V08,161.95,low,no,no,no,no,no,no,normal,no
V08,3529.82,low,no,no,no,yes,yes,no,normal,no
V07,298.08,low,no,no,no,no,no,no,normal,no
V09,312.53,low,no,no,no,no,no,no,normal,no
V05,366.92,low,no,no,no,no,no,no,high,no
V09,239.53,low,no,no,no,no,no,no,high,no
V01,518.16,low,no,no,no,no,no,no,normal,no
V02,152.87,low,no,no,no,yes,no,no,normal,no
V11,498.92,low,no,no,no,no,no,no,normal,no
V06,203.05,low,no,no,no,no,no,no,normal,no
V12,195.31,low,no,no,no,no,no,no,normal,no
V03,11234.11,outlier,no,no,yes,no,no,no,normal,no
V08,1043.94,low,no,no,no,yes,no,no,normal,no
V16,64.15,low,no,no,no,no,no,no,high,no
V08,124.36,low,no,no,no,no,no,no,normal,no
V12,34.88,low,no,yes,no,yes,yes,yes,high,no
V13,336.01,low,no,yes,yes,no,no,no,normal,no
V03,3841.27,low,no,no,no,no,no,no,normal,no
V05,2907.40,low,no,no,no,no,no,no,normal,no
V07,184.46,low,no,no,no,no,no,no,normal,no
V10,272.24,low,no,no,no,no,no,no,normal,no
V01,79.72,low,no,no,no,no,yes,no,low,no
V13,181.20,low,no,no,no,no,no,no,normal,no
V03,391.54,low,no,no,no,no,no,no,low,no
V04,182.55,low,no,no,no,no,yes,no,normal,no
V01,139.78,low,no,no,no,no,no,no,normal,no
V10,27214.52,outlier,no,no,yes,yes,yes,no,low,yes
V08,5744.39,high,no,no,no,no,no,no,normal,no
V04,375.24,low,no,no,no,no,no,no,normal,no
V09,25464.55,outlier,no,no,no,no,no,no,normal,no
V12,4143.79,high,no,no,no,no,no,no,low,no
V02,2799.54,low,no,no,no,no,no,no,normal,no
V06,4938.65,high,no,no,yes,no,yes,no,normal,no
V02,126.42,low,no,no,no,no,no,no,normal,no
V11,6652.89,high,yes,no,no,yes,no,no,normal,no
V17,1777.41,low,no,yes,no,no,no,no,normal,no
V05,4228.26,low,yes,no,no,no,yes,no,normal,no
V06,95.92,low,no,no,no,no,no,no,normal,no
V03,164.68,low,no,no,no,no,no,no,normal,no
V10,93.29,low,yes,yes,no,no,no,no,high,no
V08,110.09,low,no,no,no,no,no,no,low,no
V14,192.29,low,no,no,no,no,no,no,normal,yes
V10,9995.00,outlier,no,no,yes,yes,yes,no,low,yes
V05,265.12,low,no,no,no,no,no,no,normal,no
V06,404.83,low,no,no,yes,no,no,no,normal,no
V20,9608.55,outlier,no,no,no,no,no,no,normal,no
V06,123.69,low,no,yes,no,no,yes,no,normal,no
V08,316.52,low,no,no,no,yes,no,no,normal,no
V02,3157.68,low,no,no,no,no,no,no,normal,no
V06,102.56,low,no,no,no,no,no,no,normal,no
V02,161.82,low,no,no,no,no,yes,no,high,no
V01,3387.02,low,no,yes,no,no,no,no,low,no
V05,308.38,low,no,no,no,no,no,no,normal,no
V11,6992.22,high,no,no,no,no,no,no,normal,no
V04,24995.00,outlier,no,no,no,no,yes,no,low,yes
V01,6041.86,high,no,no,no,no,no,no,normal,no
V02,293.51,low,no,no,no,no,no,no,normal,no
V09,142.73,low,no,no,no,no,no,no,high,no
V13,193.75,low,no,no,yes,yes,no,no,low,no
V11,1627.31,low,no,no,no,no,no,no,low,no
V03,3433.64,low,no,no,no,no,no,yes,normal,no
V10,119.95,low,no,no,no,no,no,no,normal,no
V14,229.82,low,no,no,no,no,no,no,normal,no
V01,50.39,low,no,no,no,no,no,no,normal,no
V02,19739.54,outlier,no,yes,no,no,no,no,high,no
V04,5970.76,high,no,no,no,no,no,no,normal,no
V01,7478.24,high,no,no,no,yes,no,no,normal,no
V04,3664.17,low,no,no,no,no,yes,no,normal,no
V11,140.77,low,no,no,no,no,no,no,normal,no
V05,2365.15,low,no,no,no,no,no,no,normal,no
V07,253.65,low,no,no,no,no,no,no,high,no
V02,35.36,low,no,no,no,no,no,no,normal,no
V10,2599.39,low,no,yes,yes,no,no,no,normal,no
V02,3447.84,low,no,no,no,no,no,no,normal,no
V02,3657.97,low,no,no,no,no,no,no,high,no
V11,156.87,low,no,no,no,no,no,no,normal,no
V11,184.58,low,no,no,no,no,no,no,normal,no
V15,1182.15,low,no,no,no,no,no,no,normal,no
V03,218.12,low,no,no,no,no,no,no,high,no
V06,2668.45,low,no,no,no,no,no,no,high,no
V06,181.03,low,no,no,no,no,no,no,normal,no
V05,2881.73,low,no,no,yes,no,no,no,normal,no
V14,92.16,low,no,no,no,no,no,no,normal,no
V10,293.63,low,no,no,no,no,no,no,high,no
V08,2674.45,low,yes,yes,yes,no,no,no,normal,no
V01,3851.38,low,no,no,no,no,no,no,normal,no
V05,132.61,low,no,no,no,no,no,no,normal,no
V09,3206.14,low,no,no,no,no,no,no,normal,no
V15,1515.89,low,no,no,no,no,no,no,normal,no
V04,146.28,low,no,no,no,no,no,no,normal,no
V08,170.06,low,no,no,no,no,no,no,normal,no
V02,4194.04,low,no,no,yes,no,yes,no,low,no
V07,19653.80,outlier,no,yes,no,no,yes,no,normal,no
V01,242.83,low,no,no,yes,no,yes,no,normal,no
V07,2539.30,low,no,yes,yes,no,no,no,normal,yes
V12,4872.55,high,no,no,no,no,no,no,high,no
V07,5414.81,high,no,no,no,no,no,no,normal,no
V05,254.89,low,no,no,no,no,no,no,normal,no
V14,163.01,low,no,no,no,no,yes,no,normal,no
V02,144.61,low,no,no,no,no,no,no,normal,no
V09,8401.90,high,no,no,no,no,no,no,normal,no
V05,550.39,low,no,no,no,no,no,no,high,no
V05,2351.17,low,no,no,no,no,no,no,low,no
V07,171.72,low,no,no,no,no,no,no,high,no
V04,695.41,low,no,no,no,no,no,no,normal,no
V01,243.42,low,no,no,no,no,no,no,normal,no
V02,7045.21,high,no,no,no,no,no,no,normal,no
V12,394.80,low,no,no,no,yes,no,no,normal,no
V06,469.11,low,no,no,no,no,no,no,normal,no
V16,66.25,low,no,no,no,no,no,no,normal,no
V04,975.00,low,no,yes,yes,no,yes,no,low,yes
V19,123.41,low,no,no,no,yes,no,no,normal,no
V02,2334.00,low,no,no,no,yes,no,no,normal,no
V09,108.02,low,no,no,no,yes,yes,no,low,no
V01,2857.00,low,no,no,no,no,no,yes,high,no
V08,282.48,low,no,no,yes,no,no,no,normal,no
V05,1306.79,low,no,no,no,no,no,no,normal,no
V02,130.49,low,no,no,no,no,yes,no,normal,no
V02,308.51,low,no,no,yes,no,no,no,normal,no
V03,4718.92,low,no,no,no,no,no,no,low,no
V05,15486.13,outlier,no,no,no,no,yes,yes,low,yes
V11,208.43,low,no,no,no,yes,no,no,normal,no
V09,3848.56,low,yes,yes,no,yes,yes,no,low,yes
V03,2194.62,low,no,yes,no,no,no,no,high,no
V13,180.47,low,no,no,no,yes,no,no,high,no
V10,169.97,low,no,no,no,no,no,no,normal,no
V09,3091.92,low,no,no,no,no,no,no,low,no
V06,101.78,low,no,no,no,no,no,no,normal,no
V03,92.12,low,no,no,yes,no,yes,no,normal,no
V04,375.86,low,no,no,no,no,no,no,normal,no
V05,1065.14,low,no,no,no,no,no,no,normal,no
V02,977.99,low,no,no,no,no,no,no,high,no
V03,195.84,low,no,no,no,no,no,no,normal,no
V18,152.25,low,no,no,no,no,no,no,low,no
V18,4686.22,high,no,no,no,no,no,no,normal,no
V02,399.48,low,no,no,no,no,no,yes,high,no
V07,82.33,low,no,no,no,no,no,no,normal,no
V01,147.14,low,no,no,no,no,no,no,normal,no
V07,132.56,low,no,no,no,no,no,no,normal,no
V01,93.34,low,no,no,no,no,yes,no,normal,no
V04,110.27,low,no,no,no,no,no,no,low,no
V01,189.24,low,no,yes,no,no,no,no,normal,no
V04,104.25,low,no,no,no,no,no,no,normal,no
V02,3100.62,low,yes,no,no,no,no,no,high,no
V03,54.57,low,no,no,no,no,no,no,low,no
V01,182.37,low,no,no,no,no,no,no,normal,no
V03,151.28,low,no,no,no,no,no,no,low,no
V02,209.21,low,no,no,no,yes,yes,yes,low,no
V03,181.10,low,no,yes,no,no,no,no,normal,no
V10,136.50,low,no,no,no,yes,no,no,normal,no
V10,1154.82,low,no,no,no,no,no,no,normal,no
V01,6487.42,high,no,no,yes,yes,yes,no,low,yes
V03,121.64,low,no,no,no,no,no,no,normal,no
V07,11602.27,outlier,no,yes,no,no,no,no,low,yes
V12,131.09,low,no,no,no,no,no,no,normal,no
V01,125.34,low,no,no,no,no,yes,no,low,no
V02,109.41,low,no,yes,no,no,no,no,normal,no
V14,135.23,low,no,yes,yes,no,no,no,normal,no
V01,50.58,low,no,no,no,no,no,no,normal,no
V16,213.48,low,no,no,no,no,no,no,normal,no
V16,5255.16,high,no,no,no,no,no,yes,normal,no
V05,249.20,low,no,no,no,no,no,no,high,no
V01,244.10,low,no,no,no,no,no,no,normal,no
V04,254.52,low,no,no,yes,no,no,no,normal,no
V06,88.92,low,no,yes,no,no,no,no,normal,no
V01,185.54,low,no,no,no,no,no,no,normal,no
V05,122.29,low,no,no,no,yes,no,no,normal,no
V03,240.71,low,no,no,yes,no,yes,no,low,yes
V05,4055.74,low,no,no,no,no,no,no,normal,no
V04,172.32,low,no,yes,no,yes,no,no,normal,no
V17,2409.93,low,no,no,no,no,no,no,high,no
V19,384.16,low,no,no,no,no,no,no,normal,no
V05,8685.41,high,no,no,yes,no,no,no,high,no
V02,23789.57,outlier,yes,yes,no,no,yes,no,low,yes
V13,96.44,low,no,no,no,no,no,no,normal,no
V06,78.47,low,no,no,no,no,no,no,normal,no
V12,51.66,low,no,no,no,no,no,no,normal,no
V04,227.55,low,no,no,no,no,no,yes,normal,no
V08,88.46,low,no,no,yes,no,no,no,normal,no
V10,769.71,low,no,no,no,no,no,no,normal,no
V03,4550.70,low,yes,yes,yes,no,no,no,low,no
V05,454.96,low,no,no,no,no,no,no,normal,no
V04,199.07,low,no,no,no,no,no,no,low,no
V01,3606.61,low,no,no,no,no,no,no,normal,no
V19,3774.22,high,no,no,no,yes,no,no,normal,no
V10,2163.75,low,no,yes,no,no,no,no,normal,no
V02,4066.33,low,no,no,no,no,no,no,high,no
V07,31335.47,outlier,no,no,no,no,yes,no,low,no
V07,330.81,low,no,no,no,no,no,no,normal,no
V08,149.63,low,no,no,no,no,yes,no,high,no
V08,5890.14,high,no,no,no,no,no,no,normal,no
V19,6300.43,high,no,no,no,no,no,no,normal,no
V03,184.97,low,no,no,no,yes,no,no,normal,no
V16,2967.75,low,no,no,yes,no,no,no,normal,yes
V13,128.49,low,no,no,no,no,no,no,normal,no
V08,1193.08,low,no,no,no,no,yes,no,normal,no
V09,137.97,low,no,no,no,no,no,no,normal,no
V08,218.32,low,no,no,no,no,no,no,normal,no
V09,226.70,low,no,no,no,no,no,no,low,no
V05,2916.96,low,no,yes,yes,no,no,yes,low,yes
V11,141.82,low,no,no,no,no,no,no,normal,no
V19,199.86,low,no,no,no,no,no,no,normal,no
V05,81.91,low,no,no,no,yes,no,no,low,no
